"Species"	"Genus"	"Family"	"Order"	"Class"	"Phylum"	"Domain"
"2-02-FULL-34-12 sp"	"2-02-FULL-34-12"	"2-02-FULL-35-15"	"2-02-FULL-35-15"	"Vampirovibrionia"	"Cyanobacteria"	"Bacteria"
"2-02-FULL-35-15 sp"	"2-02-FULL-35-15"	"2-02-FULL-35-15"	"2-02-FULL-35-15"	"Vampirovibrionia"	"Cyanobacteria"	"Bacteria"
"2-02-FULL-36-13 sp"	"2-02-FULL-36-13"	"UBA10151"	"Daviesbacterales"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-02-FULL-37-13 sp"	"2-02-FULL-37-13"	"UBA12049"	"Levybacterales"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-02-FULL-38-14-A sp"	"2-02-FULL-38-14-A"	"GWA2-38-11"	"GWA2-38-11"	"GWA2-38-11"	"Schekmanbacteria"	"Bacteria"
"2-02-FULL-38-14 sp"	"2-02-FULL-38-14"	"UBA10185"	"UBA101185"	"WWE3"	"Patescibacteria"	"Bacteria"
"2-02-FULL-38-15-A sp"	"2-02-FULL-38-15-A"	"2-02-FULL-40-11"	"2-02-FULL-40-11"	"O2-12-FULL-43-9"	"Bdellovibrionota"	"Bacteria"
"2-02-FULL-38-15 sp"	"2-02-FULL-38-15"	"UBA10151"	"Daviesbacterales"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-02-FULL-39-11 sp"	"2-02-FULL-39-11"	"2-02-FULL-39-11"	"2-02-FULL-39-11"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-02-FULL-39-13 sp"	"2-02-FULL-39-13"	"GWA2-42-15"	"UBA2196"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-02-FULL-39-14 sp"	"2-02-FULL-39-14"	"2-02-FULL-39-11"	"2-02-FULL-39-11"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-02-FULL-39-32 sp"	"2-02-FULL-39-32"	"2-02-FULL-39-32"	"2-02-FULL-39-32"	"Elusimicrobia"	"Elusimicrobiota"	"Bacteria"
"2-02-FULL-40-10 sp"	"2-02-FULL-40-10"	"2-02-FULL-39-11"	"2-02-FULL-39-11"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-02-FULL-40-11 sp"	"2-02-FULL-40-11"	"2-02-FULL-40-11"	"2-02-FULL-40-11"	"O2-12-FULL-43-9"	"Bdellovibrionota"	"Bacteria"
"2-02-FULL-40-12 sp"	"2-02-FULL-40-12"	"2-02-FULL-40-12"	"2-02-FULL-40-12"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-40-13 sp"	"2-02-FULL-40-13"	"2-02-FULL-39-11"	"2-02-FULL-39-11"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-02-FULL-40-20 sp"	"2-02-FULL-40-20"	"WO2-44-18"	"UBA6257"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-42-16 sp"	"2-02-FULL-42-16"	"02-FULL-45-10c"	"UBA6257"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-42-43 sp"	"2-02-FULL-42-43"	"Coxiellaceae"	"Coxiellales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-02-FULL-43-11-A sp"	"2-02-FULL-43-11-A"	"HO2-37-13b"	"UBA1406"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-02-FULL-43-11 sp"	"2-02-FULL-43-11"	"UBA11359"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-43-13 sp"	"2-02-FULL-43-13"	"2-02-FULL-43-13"	"Paceibacterales"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-43-16 sp"	"2-02-FULL-43-16"	"Staskawiczbacteraceae"	"Paceibacterales"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-44-16 sp"	"2-02-FULL-44-16"	"2-02-FULL-44-16"	"2-02-FULL-44-16"	"UBA10199"	"UBA10199"	"Bacteria"
"2-02-FULL-44-35 sp"	"2-02-FULL-44-35"	"UBA11359"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-45-10 sp"	"2-02-FULL-45-10"	"GWA2-37-8"	"Magasanikbacterales"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-02-FULL-45-11 sp"	"2-02-FULL-45-11"	"Colwellbacteraceae"	"UBA6257"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-45-18 sp"	"2-02-FULL-45-18"	"UBA10092"	"GWC2-36-17"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-45-21 sp"	"2-02-FULL-45-21"	"UBA12090"	"GIF10"	"Koll11"	"Omnitrophota"	"Bacteria"
"2-02-FULL-45-22 sp"	"2-02-FULL-45-22"	"SM23-39"	"Parachlamydiales"	"Chlamydiia"	"Verrucomicrobiota"	"Bacteria"
"2-02-FULL-46-11 sp"	"2-02-FULL-46-11"	"2-02-FULL-46-11"	"UBA920"	"Doudnabacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-46-13 sp"	"2-02-FULL-46-13"	"UBA11359"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-46-19 sp"	"2-02-FULL-46-19"	"GWA2-44-9"	"2-02-FULL-40-12"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-47-12 sp"	"2-02-FULL-47-12"	"UBA10212"	"Saccharimonadales"	"Saccharimonadia"	"Patescibacteria"	"Bacteria"
"2-02-FULL-47-50 sp"	"2-02-FULL-47-50"	"UBA4486"	"UBA4486"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-02-FULL-48-11-A sp"	"2-02-FULL-48-11-A"	"UBA2169"	"UBA2169"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-02-FULL-48-11 sp"	"2-02-FULL-48-11"	"Kpj58rc"	"UBA10015"	"Koll11"	"Omnitrophota"	"Bacteria"
"2-02-FULL-48-12 sp"	"2-02-FULL-48-12"	"2-02-FULL-48-12"	"Ryanbacterales"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-48-14 sp"	"2-02-FULL-48-14"	"2-02-FULL-48-14"	"UBA1369"	"Gracilibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-48-16 sp"	"2-02-FULL-48-16"	"UBA11359"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-49-11 sp"	"2-02-FULL-49-11"	"2-02-FULL-49-11"	"2-02-FULL-49-11"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-02-FULL-49-12 sp"	"2-02-FULL-49-12"	"Rhabdochlamydiaceae"	"Parachlamydiales"	"Chlamydiia"	"Verrucomicrobiota"	"Bacteria"
"2-02-FULL-49-16 sp"	"2-02-FULL-49-16"	"Peribacteraceae"	"Peribacterales"	"Gracilibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-50-16-A sp"	"2-02-FULL-50-16-A"	"2-02-FULL-50-16-A"	"Brocadiales"	"Brocadiae"	"Planctomycetota"	"Bacteria"
"2-02-FULL-50-16 sp"	"2-02-FULL-50-16"	"2-02-FULL-50-16"	"2-02-FULL-50-16"	"UBA10199"	"UBA10199"	"Bacteria"
"2-02-FULL-50-19 sp"	"2-02-FULL-50-19"	"UBA6215"	"UBA6215"	"Koll11"	"Omnitrophota"	"Bacteria"
"2-02-FULL-50-9b sp"	"2-02-FULL-50-9b"	"2-02-FULL-50-9b"	"Magasanikbacterales"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-02-FULL-51-10 sp"	"2-02-FULL-51-10"	"Peribacteraceae"	"Peribacterales"	"Gracilibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-51-18 sp"	"2-02-FULL-51-18"	"2-02-FULL-51-18"	"2-02-FULL-51-18"	"Koll11"	"Omnitrophota"	"Bacteria"
"2-02-FULL-52-10 sp"	"2-02-FULL-52-10"	"Kpj58rc"	"UBA10015"	"Koll11"	"Omnitrophota"	"Bacteria"
"2-02-FULL-52-16 sp"	"2-02-FULL-52-16"	"Peribacteraceae"	"Peribacterales"	"Gracilibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-52-23 sp"	"2-02-FULL-52-23"	"HO2-52-23"	"Sungbacterales"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-02-FULL-53-10 sp"	"2-02-FULL-53-10"	"UBA11717"	"SG8-24"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-02-FULL-55-14 sp"	"2-02-FULL-55-14"	"UBA10030"	"UBA10030"	"UBA10030"	"Bacteroidota"	"Bacteria"
"2-02-FULL-56-15 sp"	"2-02-FULL-56-15"	"UBA4486"	"UBA4486"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-02-FULL-56-16 sp"	"2-02-FULL-56-16"	"UBA6539"	"Buchananbacterales"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-02-FULL-58-16 sp"	"2-02-FULL-58-16"	"2-02-FULL-58-16"	"Rhodospirillales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-02-FULL-61-13 sp"	"2-02-FULL-61-13"	"UBA4486"	"UBA4486"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-02-FULL-61-28 sp"	"2-02-FULL-61-28"	"2-12-FULL-54-10"	"2-12-FULL-54-10"	"Acidobacteriae"	"Acidobacteriota"	"Bacteria"
"2-02-FULL-62-14 sp"	"2-02-FULL-62-14"	"Nitrospiraceae"	"Nitrospirales"	"Nitrospiria"	"Nitrospirota"	"Bacteria"
"2-02-FULL-62-17 sp"	"2-02-FULL-62-17"	"SG8-39"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-02-FULL-63-19 sp"	"2-02-FULL-63-19"	"SG8-39"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-02-FULL-65-29 sp"	"2-02-FULL-65-29"	"UBA2999"	"Vicinamibacterales"	"Vicinamibacteria"	"Acidobacteriota"	"Bacteria"
"2-02-FULL-66-14 sp"	"2-02-FULL-66-14"	"SG8-39"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-02-FULL-66-22 sp"	"2-02-FULL-66-22"	"2-02-FULL-66-22"	"Methylomirabilales"	"Methylomirabilia"	"Methylomirabilota"	"Bacteria"
"2-02-FULL-67-20 sp"	"2-02-FULL-67-20"	"UBA9649"	"UBA9649"	"Koll11"	"Omnitrophota"	"Bacteria"
"2-02-FULL-67-57 sp"	"2-02-FULL-67-57"	"2-02-FULL-67-57"	"UBA7541"	"Acidobacteriae"	"Acidobacteriota"	"Bacteria"
"2-12-FULL-35-11 sp"	"2-12-FULL-35-11"	"Legionellaceae"	"Legionellales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-35-15 sp"	"2-12-FULL-35-15"	"2-12-FULL-35-15"	"AKYH767"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"2-12-FULL-35-23 sp"	"2-12-FULL-35-23"	"UBA12402"	"UBA12402"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-36-22 sp"	"2-12-FULL-36-22"	"UBA12409"	"Babeliales"	"Babeliae"	"Dependentiae"	"Bacteria"
"2-12-FULL-37-11 sp"	"2-12-FULL-37-11"	"UBA10151"	"Daviesbacterales"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-12-FULL-37-12 sp"	"2-12-FULL-37-12"	"2-12-FULL-37-12"	"2-12-FULL-37-12"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"2-12-FULL-37-14 sp"	"2-12-FULL-37-14"	"Legionellaceae"	"Legionellales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-37-34 sp"	"2-12-FULL-37-34"	"DSM-16500"	"DSM-16500"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-37-7b sp"	"2-12-FULL-37-7b"	"HO2-37-13b"	"UBA1406"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-12-FULL-38-22 sp"	"2-12-FULL-38-22"	"2-12-FULL-38-22"	"Spechtbacterales"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-12-FULL-39-13 sp"	"2-12-FULL-39-13"	"Brocadiaceae"	"Brocadiales"	"Brocadiae"	"Planctomycetota"	"Bacteria"
"2-12-FULL-40-10 sp"	"2-12-FULL-40-10"	"2-12-FULL-40-10"	"Moranbacterales"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-12-FULL-40-12 sp"	"2-12-FULL-40-12"	"2-12-FULL-40-12"	"Paceibacterales"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-12-FULL-40-28 sp"	"2-12-FULL-40-28"	"2-12-FULL-40-28"	"UBA10199"	"UBA10199"	"UBA10199"	"Bacteria"
"2-12-FULL-41-12 sp"	"2-12-FULL-41-12"	"2-12-FULL-41-12"	"Saccharimonadales"	"Saccharimonadia"	"Patescibacteria"	"Bacteria"
"2-12-FULL-41-13 sp"	"2-12-FULL-41-13"	"2-12-FULL-41-13"	"WO2-41-13"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-12-FULL-41-16 sp"	"2-12-FULL-41-16"	"UBA922"	"Magasanikbacterales"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-12-FULL-41-17 sp"	"2-12-FULL-41-17"	"GWA2-41-24"	"Curtissbacterales"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-12-FULL-41-20 sp"	"2-12-FULL-41-20"	"DSM-16500"	"DSM-16500"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-42-10 sp"	"2-12-FULL-42-10"	"DSM-16500"	"DSM-16500"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-42-15 sp"	"2-12-FULL-42-15"	"Coxiellaceae"	"Coxiellales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-43-11 sp"	"2-12-FULL-43-11"	"Colwellbacteraceae"	"UBA6257"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2-12-FULL-43-12 sp"	"2-12-FULL-43-12"	"UBA922"	"Magasanikbacterales"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-12-FULL-43-28 sp"	"2-12-FULL-43-28"	"DSM-16500"	"DSM-16500"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-44-17 sp"	"2-12-FULL-44-17"	"2-12-FULL-44-17"	"Omnitrophales"	"Omnitrophia"	"Omnitrophota"	"Bacteria"
"2-12-FULL-44-25 sp"	"2-12-FULL-44-25"	"UBA10165"	"GWA2-44-7"	"Microgenomatia"	"Patescibacteria"	"Bacteria"
"2-12-FULL-45-10 sp"	"2-12-FULL-45-10"	"XYC2-FULL-47-12"	"BM507"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-12-FULL-45-12 sp"	"2-12-FULL-45-12"	"DSM-16500"	"DSM-16500"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-45-22 sp"	"2-12-FULL-45-22"	"2-12-FULL-45-22"	"2-12-FULL-45-22"	"2-12-FULL-45-22"	"Nitrospinota"	"Bacteria"
"2-12-FULL-48-17 sp"	"2-12-FULL-48-17"	"HO2-48-17"	"UBA9570"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-12-FULL-49-11 sp"	"2-12-FULL-49-11"	"2-12-FULL-49-11"	"2-12-FULL-49-11"	"Chlamydiia"	"Verrucomicrobiota"	"Bacteria"
"2-12-FULL-50-11-A sp"	"2-12-FULL-50-11-A"	"01-FULL-45-10b"	"Omnitrophales"	"Omnitrophia"	"Omnitrophota"	"Bacteria"
"2-12-FULL-50-11 sp"	"2-12-FULL-50-11"	"2-12-FULL-50-11"	"2-12-FULL-50-11"	"UBA1384"	"Patescibacteria"	"Bacteria"
"2-12-FULL-52-36 sp"	"2-12-FULL-52-36"	"2-02-FULL-50-16-A"	"Brocadiales"	"Brocadiae"	"Planctomycetota"	"Bacteria"
"2-12-FULL-53-21 sp"	"2-12-FULL-53-21"	"UBA2774"	"UBA2774"	"UBA1144"	"Desulfobacterota"	"Bacteria"
"2-12-FULL-54-10 sp"	"2-12-FULL-54-10"	"2-12-FULL-54-10"	"2-12-FULL-54-10"	"Acidobacteriae"	"Acidobacteriota"	"Bacteria"
"2-12-FULL-55-11 sp"	"2-12-FULL-55-11"	"Peribacteraceae"	"Peribacterales"	"Gracilibacteria"	"Patescibacteria"	"Bacteria"
"2-12-FULL-57-11 sp"	"2-12-FULL-57-11"	"2-12-FULL-57-11"	"SG8-24"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-12-FULL-57-22 sp"	"2-12-FULL-57-22"	"UBA9968"	"UBA9968"	"Binatia"	"Desulfobacterota"	"Bacteria"
"2-12-FULL-60-19 sp"	"2-12-FULL-60-19"	"UBA9968"	"UBA9968"	"Binatia"	"Desulfobacterota"	"Bacteria"
"2-12-FULL-60-25 sp"	"2-12-FULL-60-25"	"2-12-FULL-60-25"	"SG8-24"	"ABY1"	"Patescibacteria"	"Bacteria"
"2-12-FULL-62-27 sp"	"2-12-FULL-62-27"	"2-12-FULL-62-27"	"2-12-FULL-62-27"	"2-12-FULL-62-27"	"Lindowbacteria"	"Bacteria"
"2-12-FULL-62-58 sp"	"2-12-FULL-62-58"	"SG8-41"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-64-23 sp"	"2-12-FULL-64-23"	"SG8-39"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-65-11 sp"	"2-12-FULL-65-11"	"UBA2999"	"Vicinamibacterales"	"Vicinamibacteria"	"Acidobacteriota"	"Bacteria"
"2-12-FULL-66-21 sp"	"2-12-FULL-66-21"	"2-12-FULL-66-21"	"Vicinamibacterales"	"Vicinamibacteria"	"Acidobacteriota"	"Bacteria"
"2-12-FULL-67-15 sp"	"2-12-FULL-67-15"	"2-12-FULL-67-15"	"Rhodospirillales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-68-19 sp"	"2-12-FULL-68-19"	"UBA2999"	"Vicinamibacterales"	"Vicinamibacteria"	"Acidobacteriota"	"Bacteria"
"2-12-FULL-68-20 sp"	"2-12-FULL-68-20"	"SG8-39"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"2-12-FULL-69-37 sp"	"2-12-FULL-69-37"	"UBA8248"	"UBA8248"	"UBA8248"	"Nitrospinota"	"Bacteria"
"20-14-0-20-35-9 sp"	"20-14-0-20-35-9"	"UBA1414"	"UBA1414"	"UBA1414"	"Actinobacteriota"	"Bacteria"
"20-14-0-80-50-8 sp"	"20-14-0-80-50-8"	"2-02-FULL-51-18"	"2-02-FULL-51-18"	"Koll11"	"Omnitrophota"	"Bacteria"
"20-14-all-45-10 sp"	"20-14-all-45-10"	"AB-539-J10"	"GIF9"	"Dehalococcoidia"	"Chloroflexota"	"Bacteria"
"20-14-all-54-14 sp"	"20-14-all-54-14"	"GWB1-50-10"	"UBA6257"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"20-60-12 sp"	"20-60-12"	"Acetobacteraceae"	"Acetobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"2011-GWA2-47-8b sp"	"2011-GWA2-47-8b"	"WO2-44-18"	"UBA6257"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"2011-GWC2-44-17 sp"	"2011-GWC2-44-17"	"Saccharimonadaceae"	"Saccharimonadales"	"Saccharimonadia"	"Patescibacteria"	"Bacteria"
"2013-40CM-41-45 sp"	"2013-40CM-41-45"	"2013-40CM-41-45"	"AKYH767-A"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"2013-60CM-65-52 sp"	"2013-60CM-65-52"	"Gemmatimonadaceae"	"Gemmatimonadales"	"Gemmatimonadetes"	"Gemmatimonadota"	"Bacteria"
"2013Ark19i sp"	"2013Ark19i"	"2013Ark19i"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"20CM-2-55-15 sp"	"20CM-2-55-15"	"20CM-2-55-15"	"20CM-2-55-15"	"Acidobacteriae"	"Acidobacteriota"	"Bacteria"
"20CM-2-65-7 sp"	"20CM-2-65-7"	"GWC2-71-9"	"Gemmatimonadales"	"Gemmatimonadetes"	"Gemmatimonadota"	"Bacteria"
"20CM-2-70-11 sp"	"20CM-2-70-11"	"GWA2-73-35"	"Rokubacteriales"	"Methylomirabilia"	"Methylomirabilota"	"Bacteria"
"20CM-4-69-16 sp"	"20CM-4-69-16"	"GWC2-71-9"	"Gemmatimonadales"	"Gemmatimonadetes"	"Gemmatimonadota"	"Bacteria"
"21-14-0-10-35-9 sp"	"21-14-0-10-35-9"	"SM23-39"	"Parachlamydiales"	"Chlamydiia"	"Verrucomicrobiota"	"Bacteria"
"21-14-0-10-42-9 sp"	"21-14-0-10-42-9"	"21-14-0-10-42-9"	"Buchananbacterales"	"ABY1"	"Patescibacteria"	"Bacteria"
"21-14-0-10-47-8-A sp"	"21-14-0-10-47-8-A"	"UBA10212"	"Saccharimonadales"	"Saccharimonadia"	"Patescibacteria"	"Bacteria"
"21-14-0-10-47-8 sp"	"21-14-0-10-47-8"	"Bdellovibrionaceae"	"Bdellovibrionales"	"Bdellovibrionia"	"Bdellovibrionota"	"Bacteria"
"21-14-0-20-44-7 sp"	"21-14-0-20-44-7"	"21-14-0-20-44-7"	"Rickettsiales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"21-14-0-20-46-8 sp"	"21-14-0-20-46-8"	"UM-FILTER-53-11"	"UBA1369"	"Gracilibacteria"	"Patescibacteria"	"Bacteria"
"21-14-0-20-56-8 sp"	"21-14-0-20-56-8"	"Nitrospinaceae"	"Nitrospinales"	"Nitrospinia"	"Nitrospinota"	"Bacteria"
"21-14-0-20-63-9 sp"	"21-14-0-20-63-9"	"UBA9649"	"UBA9649"	"Koll11"	"Omnitrophota"	"Bacteria"
"21-14-all-36-13 sp"	"21-14-all-36-13"	"21-14-all-36-13"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"21-14-all-37-9 sp"	"21-14-all-37-9"	"XYD1-FULL-46-19"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"21-14-all-39-27 sp"	"21-14-all-39-27"	"Bacteriovoracaceae"	"Bacteriovoracales"	"Bacteriovoracia"	"Bdellovibrionota"	"Bacteria"
"21-14-all-40-8 sp"	"21-14-all-40-8"	"GCA-002770795"	"Enterobacterales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"21-14-all-47-15 sp"	"21-14-all-47-15"	"UBA1539"	"UBA9983"	"Paceibacteria"	"Patescibacteria"	"Bacteria"
"21-14-all-47-17 sp"	"21-14-all-47-17"	"2-12-FULL-60-25"	"SG8-24"	"ABY1"	"Patescibacteria"	"Bacteria"
"21-64-14 sp"	"21-64-14"	"21-64-14"	"21-64-14"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"26KH-42 sp"	"26KH-42"	"Lactobacillaceae"	"Lactobacillales"	"Bacilli"	"Firmicutes"	"Bacteria"
"28-57-27 sp"	"28-57-27"	"Halothiobacillaceae"	"Halothiobacillales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"28-YEA-48 sp"	"28-YEA-48"	"Beijerinckiaceae"	"Rhizobiales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"28L sp"	"28L"	"Megasphaeraceae"	"Veillonellales"	"Negativicutes"	"Firmicutes"	"Bacteria"
"3-1-20CM-2-70-9 sp"	"3-1-20CM-2-70-9"	"P2-11E"	"P2-11E"	"Ellin6529"	"Chloroflexota"	"Bacteria"
"3-1-20CM-3-53-8 sp"	"3-1-20CM-3-53-8"	"Pyrinomonadaceae"	"Pyrinomonadales"	"Blastocatellia"	"Acidobacteriota"	"Bacteria"
"3-1-20CM-4-69-9 sp"	"3-1-20CM-4-69-9"	"Gaiellaceae"	"Gaiellales"	"Thermoleophilia"	"Actinobacteriota"	"Bacteria"
"3107 sp"	"3107"	"Rhodobacteraceae"	"Rhodobacterales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"32-111 sp"	"32-111"	"32-111"	"32-111"	"32-111"	"WOR-3"	"Bacteria"
"32O-W sp"	"32O-W"	"Paenibacillaceae"	"Paenibacillales"	"Bacilli"	"Firmicutes"	"Bacteria"
"33-17 sp"	"33-17"	"33-17"	"Rickettsiales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"34-128 sp"	"34-128"	"34-128"	"SB-45"	"JS1"	"Caldatribacteriota"	"Bacteria"
"34-65-8 sp"	"34-65-8"	"Sphingomonadaceae"	"Sphingomonadales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"38-11 sp"	"38-11"	"Dethiosulfatibacteraceae"	"Tissierellales"	"Clostridia"	"Firmicutes"	"Bacteria"
"39-52-133 sp"	"39-52-133"	"Gallionellaceae"	"Burkholderiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"40-19 sp"	"40-19"	"Holosporaceae"	"Holosporales"	"Alphaproteobacteria"	"Proteobacteria"	"Bacteria"
"40-80 sp"	"40-80"	"Crocinitomicaceae"	"Flavobacteriales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
"40CM-2-70-7 sp"	"40CM-2-70-7"	"GWC2-71-9"	"Gemmatimonadales"	"Gemmatimonadetes"	"Gemmatimonadota"	"Bacteria"
"40CM-3-55-5 sp"	"40CM-3-55-5"	"Koribacteraceae"	"Acidobacteriales"	"Acidobacteriae"	"Acidobacteriota"	"Bacteria"
"40CM-3-62-11 sp"	"40CM-3-62-11"	"Nitrospiraceae"	"Nitrospirales"	"Nitrospiria"	"Nitrospirota"	"Bacteria"
"40CM-4-65-16 sp"	"40CM-4-65-16"	"Dormibacteraceae"	"Dormibacterales"	"Dormibacteria"	"Dormibacterota"	"Bacteria"
"40CM-4-65-8 sp"	"40CM-4-65-8"	"UBA2999"	"Vicinamibacterales"	"Vicinamibacteria"	"Acidobacteriota"	"Bacteria"
"40CM-4-68-19 sp"	"40CM-4-68-19"	"40CM-4-68-19"	"Myxococcales"	"Myxococcia"	"Myxococcota"	"Bacteria"
"40CM-4-69-5 sp"	"40CM-4-69-5"	"GWA2-73-35"	"Rokubacteriales"	"Methylomirabilia"	"Methylomirabilota"	"Bacteria"
"40CM-68-15 sp"	"40CM-68-15"	"GWA2-73-35"	"Rokubacteriales"	"Methylomirabilia"	"Methylomirabilota"	"Bacteria"
"41-12-T18 sp"	"41-12-T18"	"Methylophagaceae"	"Nitrosococcales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"41-269 sp"	"41-269"	"DTU086"	"DTU086"	"Moorellia"	"Firmicutes"	"Bacteria"
"41T-STBD-0c-01a sp"	"41T-STBD-0c-01a"	"Sedimenticolaceae"	"Chromatiales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"42-11 sp"	"42-11"	"GBS-1"	"GBS-1"	"GBS-1"	"Synergistota"	"Bacteria"
"42-54-T18 sp"	"42-54-T18"	"Ketobacteraceae"	"Pseudomonadales"	"Gammaproteobacteria"	"Proteobacteria"	"Bacteria"
"43-108 sp"	"43-108"	"Bacteroidaceae"	"Bacteroidales"	"Bacteroidia"	"Bacteroidota"	"Bacteria"
